Printout for SDDS file lpaxfel_largedE.sdds

       p              t              x              y              xp             yp      
    m$be$nc           s              m              m                                     
------------------------------------------------------------------------------------------
  4.834321e+02   3.761101e-13   1.108836e-03   5.287850e-06   0.000000e+00   4.936343e-02 
  4.558828e+02   7.592719e-13   4.523333e-04   6.675364e-05   0.000000e+00   2.473590e-02 
  4.864120e+02   1.003242e-12   1.156304e-03   1.389586e-05   0.000000e+00   7.369991e-05 
  4.620734e+02  -2.785997e-14   6.633393e-04  -8.840805e-05   0.000000e+00   4.197903e-02 
  4.745593e+02  -4.741900e-13   9.516570e-04  -7.092937e-05   0.000000e+00  -4.670826e-03 
  4.542650e+02   2.317473e-13   3.775787e-04  -1.783229e-05   0.000000e+00  -3.021320e-02 
  4.639493e+02   6.583119e-13   7.146653e-04   7.782650e-06   0.000000e+00   3.026145e-02 
  4.661594e+02   6.386922e-13   7.705312e-04   6.012612e-05   0.000000e+00  -2.661397e-02 
  4.644587e+02   1.054123e-13   7.279435e-04   8.472515e-05   0.000000e+00   3.715247e-02 
  4.684940e+02  -4.255235e-13   8.251966e-04   3.185181e-07   0.000000e+00   5.524399e-03 
  4.601125e+02   1.008333e-12   6.048041e-04  -6.246044e-05   0.000000e+00  -3.689913e-02 
  4.548138e+02  -9.113811e-13   4.045187e-04   2.902020e-05   0.000000e+00   1.979619e-02 
  4.754101e+02  -1.056241e-12   9.679645e-04   6.142639e-05   0.000000e+00  -3.982634e-02 
  4.669791e+02  -7.308920e-13   7.901850e-04   1.316804e-05   0.000000e+00  -1.927646e-02 
  4.528160e+02  -5.259394e-14   2.946428e-04   3.200282e-05   0.000000e+00  -2.789731e-02 
  4.865073e+02   1.107578e-12   1.157786e-03  -8.572041e-05   0.000000e+00   3.369676e-02 
  4.527135e+02  -5.791652e-13   2.878580e-04  -8.172869e-05   0.000000e+00   3.972855e-02 
  4.631200e+02  -1.133161e-12   6.924686e-04   3.657194e-05   0.000000e+00   1.703505e-02 
  4.752176e+02  -7.879240e-13   9.643007e-04  -2.480138e-06   0.000000e+00   2.011268e-02 
  4.687470e+02   4.011820e-13   8.308895e-04  -7.741082e-05   0.000000e+00   4.871989e-03 
  4.573839e+02  -9.082033e-13   5.118362e-04  -7.243276e-05   0.000000e+00   3.910820e-02 
  4.768662e+02   1.852379e-13   9.951887e-04   4.963172e-05   0.000000e+00   2.009045e-02 
  4.775993e+02   1.986425e-14   1.008589e-03  -6.539874e-05   0.000000e+00  -3.885783e-02 
  4.590443e+02  -2.154320e-14   5.702802e-04   2.200081e-05   0.000000e+00  -3.208751e-02 
  4.525710e+02   3.070714e-13   2.781562e-04  -8.382707e-05   0.000000e+00   4.519072e-02 
  4.716444e+02   3.813464e-13   8.933124e-04   6.926619e-05   0.000000e+00  -3.300238e-02 
  4.722838e+02  -1.601791e-13   9.064626e-04   1.760531e-05   0.000000e+00   5.538645e-03 
  4.578371e+02   3.439060e-13   5.284520e-04  -4.098403e-05   0.000000e+00   1.602748e-02 
  4.685283e+02  -7.417916e-13   8.259714e-04  -4.431724e-05   0.000000e+00   3.538248e-02 
  4.690286e+02  -1.110149e-12   8.371790e-04   2.364597e-05   0.000000e+00  -1.475525e-02 
  4.812791e+02   3.819456e-13   1.073054e-03  -7.223252e-05   0.000000e+00   3.151665e-02 
  4.711596e+02   4.992491e-13   8.832013e-04  -8.388974e-05   0.000000e+00  -2.190549e-02 
  4.604724e+02  -9.760632e-13   6.159829e-04  -2.972982e-06   0.000000e+00  -3.618892e-02 
  4.721808e+02   8.607860e-13   9.043580e-04   2.568587e-05   0.000000e+00  -3.515920e-02 
  4.571357e+02  -7.129390e-13   5.024953e-04   5.040345e-05   0.000000e+00  -2.725878e-02 
  4.850650e+02   6.981277e-13   1.135127e-03  -3.112931e-05   0.000000e+00  -1.753719e-03 
  4.815812e+02  -7.303111e-13   1.078157e-03  -3.264168e-05   0.000000e+00  -3.846002e-03 
  4.659580e+02  -5.958990e-13   7.656173e-04  -1.836704e-05   0.000000e+00  -4.801503e-02 
  4.557360e+02   2.733337e-13   4.460761e-04   7.597368e-05   0.000000e+00   4.356510e-03 
  4.599383e+02   2.385078e-13   5.993133e-04   1.669759e-05   0.000000e+00  -2.873000e-02 
  4.781309e+02  -8.261661e-13   1.018183e-03  -3.776771e-05   0.000000e+00  -1.820616e-02 
  4.616893e+02   3.925900e-13   6.523058e-04   4.270596e-05   0.000000e+00  -4.165233e-02 
  4.512727e+02   9.756205e-13   1.650332e-04  -2.876741e-05   0.000000e+00  -5.981992e-03 
  4.683957e+02  -4.802583e-13   8.229728e-04   2.102868e-05   0.000000e+00   2.613443e-02 
  4.658842e+02   8.063336e-13   7.638095e-04   7.332457e-05   0.000000e+00   4.024402e-02 
  4.742836e+02  -1.090978e-13   9.463074e-04  -8.802514e-05   0.000000e+00   4.140944e-02 
  4.548011e+02   9.264282e-13   4.039166e-04  -2.737033e-05   0.000000e+00  -3.082304e-02 
  4.577632e+02   1.264982e-13   5.257777e-04   2.192824e-05   0.000000e+00  -2.904548e-02 
  4.866812e+02   9.194227e-13   1.160485e-03  -4.534366e-05   0.000000e+00   3.050379e-02 
  4.784203e+02  -9.053406e-13   1.023365e-03   5.835606e-05   0.000000e+00   1.359180e-02 
  4.642910e+02  -5.632870e-13   7.236011e-04   7.196684e-05   0.000000e+00   3.522830e-03 
  4.851155e+02  -3.715189e-13   1.135929e-03   6.462031e-05   0.000000e+00  -1.484584e-02 
  4.610960e+02   8.709587e-13   6.348673e-04   4.298577e-06   0.000000e+00  -1.191661e-02 
  4.614648e+02  -1.363710e-13   6.457632e-04   9.328918e-06   0.000000e+00  -9.436755e-03 
  4.829456e+02   6.961761e-13   1.100865e-03   4.801685e-05   0.000000e+00  -2.677387e-02 
  4.725681e+02  -8.969324e-13   9.122439e-04  -8.555734e-06   0.000000e+00   7.218832e-03 
  4.540608e+02   5.742647e-14   3.670443e-04   5.978652e-05   0.000000e+00   8.460352e-03 
  4.826112e+02  -2.818148e-13   1.095349e-03   6.605138e-05   0.000000e+00   2.091517e-02 
  4.717509e+02   7.144168e-13   8.955170e-04  -1.487068e-07   0.000000e+00  -2.606421e-02 
  4.595025e+02  -3.907319e-13   5.853464e-04  -3.209970e-05   0.000000e+00   2.258820e-02 
  4.557346e+02   9.326253e-13   4.460172e-04   8.412875e-05   0.000000e+00   3.919615e-02 
  4.802517e+02  -2.519007e-13   1.055498e-03  -4.960512e-05   0.000000e+00   1.713729e-02 
  4.534450e+02  -7.762765e-13   3.332248e-04  -7.945063e-05   0.000000e+00  -3.394952e-02 
  4.616256e+02  -6.930942e-13   6.504551e-04   7.594647e-05   0.000000e+00  -2.379137e-02 
  4.549328e+02  -1.035448e-12   4.101256e-04  -4.357084e-05   0.000000e+00  -3.295512e-02 
  4.820223e+02  -2.080279e-13   1.085556e-03   7.861261e-05   0.000000e+00  -4.980137e-02 
  4.869387e+02  -9.487536e-13   1.164467e-03   4.498640e-05   0.000000e+00   1.794386e-02 
  4.693120e+02   1.827184e-13   8.434544e-04  -8.848480e-05   0.000000e+00   2.482345e-02 
  4.648539e+02   9.386417e-13   7.380741e-04   5.054582e-05   0.000000e+00   3.439887e-02 
  4.714728e+02   1.897938e-13   8.897476e-04  -1.483471e-05   0.000000e+00  -2.799223e-03 
  4.520758e+02  -3.656353e-13   2.413796e-04  -7.351260e-05   0.000000e+00   1.649882e-02 
  4.700614e+02  -7.941030e-13   8.598151e-04   7.672779e-06   0.000000e+00   3.728667e-02 
  4.826539e+02  -2.584086e-13   1.096055e-03   5.956014e-05   0.000000e+00  -1.691353e-02 
  4.829054e+02  -5.945636e-14   1.100204e-03  -7.235793e-05   0.000000e+00  -4.203425e-02 
  4.515206e+02  -4.149666e-13   1.918849e-04   7.826123e-05   0.000000e+00   3.083626e-02 
  4.578330e+02  -5.085139e-14   5.283029e-04   7.619555e-05   0.000000e+00   4.011993e-02 
  4.655753e+02  -5.486528e-13   7.561918e-04   3.435772e-05   0.000000e+00  -2.302278e-02 
  4.723946e+02  -5.559931e-13   9.087213e-04   3.852427e-05   0.000000e+00  -3.063431e-02 
  4.558238e+02   3.384072e-14   4.498308e-04   9.128967e-05   0.000000e+00  -6.629503e-03 
  4.517144e+02  -3.968358e-13   2.104959e-04  -1.952677e-08   0.000000e+00  -4.454903e-02 
  4.630140e+02  -3.197860e-13   6.895773e-04   8.774177e-05   0.000000e+00  -4.678740e-02 
  4.744882e+02   6.827045e-13   9.502814e-04  -2.803249e-05   0.000000e+00  -4.566383e-02 
  4.694711e+02   2.281062e-13   8.469569e-04  -2.482862e-05   0.000000e+00  -4.099962e-02 
  4.814000e+02  -2.182238e-13   1.075099e-03  -5.196112e-05   0.000000e+00   5.883010e-03 
  4.691485e+02   7.938853e-13   8.398399e-04   8.284315e-05   0.000000e+00  -2.595312e-02 
  4.705893e+02   7.680227e-13   8.711420e-04  -1.512819e-05   0.000000e+00  -4.245772e-02 
  4.586858e+02  -4.794675e-13   5.581951e-04  -6.781513e-05   0.000000e+00   1.394014e-02 
  4.589763e+02  -8.148973e-14   5.680082e-04  -5.744911e-05   0.000000e+00   3.104994e-02 
  4.746475e+02   1.227207e-13   9.533622e-04   2.610346e-05   0.000000e+00   1.753355e-03 
  4.650093e+02   7.614365e-13   7.420150e-04   8.457384e-05   0.000000e+00   3.503604e-02 
  4.626461e+02  -1.777014e-13   6.794406e-04  -5.480647e-05   0.000000e+00  -4.491547e-02 
  4.581203e+02  -1.072275e-12   5.385636e-04   7.013378e-05   0.000000e+00   4.753799e-02 
  4.717050e+02   6.628022e-13   8.945691e-04  -4.658376e-05   0.000000e+00   1.945175e-02 
  4.555632e+02   9.902084e-13   4.385957e-04   5.677353e-05   0.000000e+00   2.794446e-02 
  4.818723e+02   9.233307e-13   1.083045e-03   2.233026e-05   0.000000e+00   9.871575e-03 
  4.678185e+02   6.255868e-13   8.097860e-04   9.679986e-06   0.000000e+00  -2.704267e-02 
  4.659973e+02  -9.591993e-13   7.665804e-04  -7.456180e-05   0.000000e+00   4.109404e-02 
  4.807413e+02   1.001738e-12   1.063905e-03   1.382759e-05   0.000000e+00   1.022372e-02 
  4.843928e+02   6.639103e-14   1.124388e-03   7.924699e-06   0.000000e+00  -9.159735e-03 
  4.757995e+02  -1.710397e-13   9.753265e-04   9.110204e-05   0.000000e+00  -5.929844e-03 
  4.789363e+02   8.901475e-13   1.032532e-03  -3.388219e-06   0.000000e+00  -1.290836e-02 
  4.813010e+02  -6.620812e-13   1.073425e-03  -4.919630e-05   0.000000e+00   6.288425e-03 
  4.510533e+02  -7.343412e-13   1.369358e-04  -1.884327e-05   0.000000e+00   5.301614e-03 
  4.859305e+02   5.623288e-13   1.148785e-03  -6.359388e-05   0.000000e+00  -1.137408e-02 
  4.823848e+02   1.039224e-12   1.091595e-03   3.459127e-05   0.000000e+00   1.936520e-02 
  4.796541e+02  -4.155168e-13   1.045133e-03  -3.528843e-05   0.000000e+00  -2.679139e-02 
  4.587946e+02   4.025071e-13   5.618901e-04  -1.852127e-05   0.000000e+00  -4.062096e-02 
  4.810185e+02   1.946300e-13   1.068632e-03   6.013408e-07   0.000000e+00   5.788600e-03 
  4.609848e+02  -8.632090e-14   6.315435e-04   5.263052e-05   0.000000e+00   3.149638e-02 
  4.588206e+02  -3.732617e-14   5.627708e-04  -3.654193e-06   0.000000e+00   7.948081e-03 
  4.542817e+02  -7.182621e-13   3.784303e-04  -3.914658e-05   0.000000e+00  -3.318121e-02 
  4.645976e+02   4.678560e-13   7.315203e-04   8.962053e-05   0.000000e+00  -1.238790e-02 
  4.793621e+02  -7.344469e-13   1.040028e-03  -8.320411e-05   0.000000e+00   2.162238e-02 
  4.853674e+02   8.414482e-13   1.139921e-03   7.440595e-05   0.000000e+00   1.559580e-02 
  4.627997e+02   8.929691e-13   6.836921e-04  -4.077425e-05   0.000000e+00  -3.685577e-02 
  4.772397e+02   6.547751e-13   1.002041e-03   6.870151e-05   0.000000e+00  -2.999490e-02 
  4.709906e+02   5.835794e-13   8.796469e-04  -4.525801e-05   0.000000e+00   4.697225e-02 
  4.798959e+02  -2.904036e-13   1.049341e-03   3.047029e-05   0.000000e+00  -2.696757e-02 
  4.697116e+02  -1.076469e-12   8.522212e-04   7.473471e-05   0.000000e+00  -4.430368e-02 
  4.817318e+02  -8.001936e-13   1.080689e-03  -8.163388e-05   0.000000e+00   5.653526e-03 
  4.744567e+02  -8.511358e-13   9.496701e-04   7.056495e-05   0.000000e+00   2.620992e-02 
  4.636346e+02   8.239048e-13   7.063280e-04   1.468015e-05   0.000000e+00  -4.826416e-03 
  4.661511e+02   9.563068e-13   7.703281e-04   5.803230e-05   0.000000e+00   3.653099e-02 
  4.536301e+02  -2.638170e-13   3.437427e-04  -7.546372e-05   0.000000e+00   2.472303e-02 
  4.537459e+02  -2.717866e-14   3.501625e-04   3.005570e-05   0.000000e+00   4.492301e-02 
  4.714302e+02   2.130115e-13   8.888602e-04   4.906932e-05   0.000000e+00   3.057945e-02 
  4.709611e+02   2.929908e-13   8.790237e-04   4.626841e-05   0.000000e+00  -3.009769e-02 
  4.617605e+02   7.760093e-13   6.543638e-04   4.326858e-05   0.000000e+00  -4.552457e-02 
  4.840378e+02  -3.206398e-14   1.118669e-03  -8.628093e-05   0.000000e+00  -4.803621e-02 
  4.581990e+02  -1.087265e-12   5.413410e-04  -8.590312e-06   0.000000e+00   4.269367e-02 
  4.673595e+02  -6.034868e-14   7.991327e-04  -3.816559e-05   0.000000e+00   4.608881e-02 
  4.856342e+02  -3.679097e-14   1.144131e-03   2.882871e-05   0.000000e+00  -4.093975e-02 
  4.852356e+02   5.560253e-13   1.137833e-03   3.438307e-05   0.000000e+00  -3.008773e-02 
  4.602982e+02  -3.518728e-13   6.105990e-04  -4.073985e-05   0.000000e+00  -4.421494e-02 
  4.663580e+02   7.830150e-13   7.753403e-04   1.213714e-05   0.000000e+00  -4.537951e-02 
  4.830405e+02   5.859253e-13   1.102425e-03   7.929577e-05   0.000000e+00  -6.810736e-03 
  4.553809e+02  -3.552421e-13   4.305588e-04   6.700310e-05   0.000000e+00  -1.167068e-02 
  4.715606e+02   9.860377e-13   8.915741e-04  -6.418482e-05   0.000000e+00  -3.171056e-02 
  4.806653e+02   9.776111e-13   1.062605e-03   2.189946e-05   0.000000e+00  -3.110288e-02 
  4.819004e+02  -9.120858e-13   1.083517e-03   7.002299e-05   0.000000e+00   4.050810e-02 
  4.641867e+02   6.332427e-13   7.208856e-04   6.835246e-05   0.000000e+00   4.088594e-02 
  4.658558e+02   9.571276e-13   7.631128e-04  -7.641877e-05   0.000000e+00  -6.239676e-03 
  4.803726e+02   9.625002e-13   1.057580e-03  -8.229718e-05   0.000000e+00  -1.380953e-02 
  4.608467e+02   6.056960e-13   6.273898e-04  -8.756447e-05   0.000000e+00  -8.494046e-03 
  4.597712e+02  -1.198834e-13   5.940005e-04   5.424881e-05   0.000000e+00  -3.723302e-02 
  4.767350e+02   3.230532e-14   9.927689e-04   1.291026e-06   0.000000e+00  -1.128946e-02 
  4.850923e+02  -7.843732e-13   1.135561e-03  -3.033851e-05   0.000000e+00  -1.734834e-02 
  4.510161e+02  -6.933935e-13   1.315730e-04  -4.183489e-05   0.000000e+00  -2.492732e-02 
  4.675405e+02   1.099941e-12   8.033503e-04   8.089952e-05   0.000000e+00  -1.606482e-02 
  4.652702e+02   9.338680e-13   7.485846e-04   6.805254e-05   0.000000e+00  -2.502075e-03 
  4.638929e+02   9.743293e-14   7.131779e-04  -6.655037e-05   0.000000e+00   4.956034e-02 
  4.788339e+02  -6.734360e-13   1.030720e-03   4.515044e-05   0.000000e+00   4.835246e-02 
  4.687177e+02   6.584733e-14   8.302331e-04   6.115448e-05   0.000000e+00   3.939809e-02 
  4.578932e+02  -6.779208e-13   5.304702e-04  -8.447530e-05   0.000000e+00   5.851009e-04 
  4.683518e+02   1.119237e-12   8.219783e-04  -1.307295e-05   0.000000e+00   1.695562e-02 
  4.750434e+02  -5.871298e-13   9.609740e-04  -3.129798e-05   0.000000e+00  -4.270420e-02 
  4.621346e+02   2.102803e-14   6.650791e-04   1.595791e-05   0.000000e+00   4.165486e-02 
  4.620395e+02  -7.509311e-13   6.623720e-04  -2.593668e-05   0.000000e+00   3.708334e-02 
  4.709824e+02  -1.563525e-15   8.794731e-04   8.271986e-05   0.000000e+00  -4.613541e-02 
  4.861209e+02  -5.601946e-13   1.151766e-03   4.041403e-05   0.000000e+00   2.283314e-03 
  4.764211e+02   9.827546e-14   9.869540e-04  -7.805375e-05   0.000000e+00  -4.413139e-03 
  4.817875e+02   6.462955e-13   1.081625e-03  -8.255159e-05   0.000000e+00  -2.093453e-02 
  4.720288e+02  -6.419139e-13   9.012446e-04  -3.305287e-06   0.000000e+00  -8.747192e-03 
  4.673566e+02   4.805970e-13   7.990652e-04  -5.038938e-05   0.000000e+00   3.726751e-02 
  4.784125e+02   7.923585e-13   1.023225e-03  -2.277095e-05   0.000000e+00  -2.382817e-03 
  4.854041e+02   8.544666e-13   1.140500e-03   3.001408e-05   0.000000e+00   2.720322e-02 
  4.708222e+02  -5.954463e-13   8.760881e-04   6.978165e-06   0.000000e+00   2.810696e-02 
  4.835714e+02  -6.399636e-13   1.111106e-03  -8.384925e-05   0.000000e+00  -4.406820e-02 
  4.715803e+02   5.274346e-13   8.919837e-04  -8.388398e-05   0.000000e+00   5.040529e-02 
  4.856535e+02   9.856267e-14   1.144435e-03   8.123703e-05   0.000000e+00   2.343432e-02 
  4.701500e+02  -2.154323e-13   8.617290e-04   5.941408e-05   0.000000e+00   1.791358e-02 
  4.564735e+02  -9.186212e-13   4.766582e-04  -6.636821e-05   0.000000e+00   1.479505e-02 
  4.824876e+02   8.204189e-13   1.093302e-03   8.447142e-05   0.000000e+00   2.517083e-02 
  4.534489e+02   1.049346e-12   3.334502e-04   6.793388e-05   0.000000e+00  -3.866745e-02 
  4.583019e+02  -4.063208e-13   5.449502e-04   2.896503e-05   0.000000e+00  -3.679307e-02 
  4.619660e+02   3.122005e-13   6.602731e-04   2.843955e-05   0.000000e+00   3.583029e-02 
  4.831593e+02  -2.055151e-13   1.104374e-03   3.621280e-05   0.000000e+00   3.137440e-02 
  4.522746e+02  -7.488346e-14   2.567792e-04   4.293297e-05   0.000000e+00  -2.961701e-02 
  4.637173e+02   9.670702e-14   7.085289e-04  -2.571703e-05   0.000000e+00  -1.948118e-02 
  4.592108e+02   8.933412e-13   5.758008e-04  -2.956084e-06   0.000000e+00   2.597036e-02 
  4.701289e+02   8.504218e-14   8.612725e-04  -7.141092e-05   0.000000e+00  -8.029723e-03 
  4.717973e+02  -9.179505e-13   8.964766e-04  -2.273842e-05   0.000000e+00  -2.590663e-02 
  4.863821e+02  -1.097711e-12   1.155840e-03   1.318654e-05   0.000000e+00   1.400863e-02 
  4.543839e+02  -4.087649e-13   3.835800e-04   1.471604e-05   0.000000e+00  -3.536415e-02 
  4.515962e+02  -3.724130e-13   1.993542e-04  -8.475285e-05   0.000000e+00   3.626086e-02 
  4.582457e+02  -3.051400e-13   5.429801e-04  -8.921307e-06   0.000000e+00   4.036105e-02 
  4.820086e+02   8.602077e-13   1.085328e-03   4.076665e-05   0.000000e+00  -4.154805e-02 
  4.741634e+02  -7.205999e-13   9.439640e-04   3.505669e-05   0.000000e+00   4.095598e-02 
  4.524218e+02   1.042982e-12   2.676101e-04   8.824821e-05   0.000000e+00   3.185102e-02 
  4.573440e+02   1.435298e-13   5.103456e-04   8.439493e-05   0.000000e+00   2.951767e-02 
  4.867342e+02  -8.915554e-13   1.161306e-03  -7.343328e-05   0.000000e+00   4.565665e-02 
  4.728251e+02  -5.438455e-13   9.174341e-04  -6.638987e-05   0.000000e+00  -4.305019e-04 
  4.799171e+02   2.401217e-13   1.049710e-03  -3.085083e-05   0.000000e+00  -4.070625e-02 
  4.641481e+02   2.124658e-13   7.198773e-04  -8.461128e-05   0.000000e+00   4.331707e-03 
  4.634628e+02   5.412970e-13   7.017332e-04  -4.477361e-05   0.000000e+00   3.597373e-02 
  4.809578e+02  -7.730631e-13   1.067599e-03  -8.551319e-05   0.000000e+00  -4.925137e-03 
  4.669739e+02   7.565536e-13   7.900623e-04   5.488330e-05   0.000000e+00   1.496121e-02 
  4.669246e+02  -4.365132e-13   7.888956e-04  -7.920177e-05   0.000000e+00   4.576872e-02 
  4.797521e+02  -9.028366e-13   1.046841e-03  -7.010278e-05   0.000000e+00   1.831635e-02 
  4.746787e+02   3.980656e-15   9.539639e-04  -8.721033e-05   0.000000e+00  -1.646460e-02 
  4.549776e+02   9.286414e-13   4.122156e-04  -1.423952e-06   0.000000e+00  -4.233999e-02 
  4.514375e+02  -7.280829e-13   1.833247e-04   5.079922e-05   0.000000e+00  -4.135909e-02 
  4.792435e+02   8.996980e-13   1.037945e-03   4.546640e-05   0.000000e+00   3.284209e-02 
  4.764693e+02  -4.630692e-13   9.878509e-04  -8.463579e-05   0.000000e+00   6.480953e-03 
  4.533896e+02   1.030791e-12   3.300048e-04   2.628106e-05   0.000000e+00   9.334168e-03 
  4.554889e+02  -3.911610e-13   4.353404e-04   1.556152e-06   0.000000e+00   4.743950e-02 
  4.606981e+02   1.025686e-12   6.228848e-04  -1.063409e-06   0.000000e+00   1.703190e-02 
  4.558950e+02   9.581283e-13   4.528504e-04  -2.493911e-05   0.000000e+00   1.017990e-02 
  4.596460e+02  -9.677205e-13   5.899843e-04   9.009642e-05   0.000000e+00   1.639152e-02 
  4.519443e+02  -9.079334e-13   2.306244e-04   5.320114e-05   0.000000e+00  -4.659071e-02 
  4.703253e+02  -7.074047e-13   8.654986e-04  -6.096248e-05   0.000000e+00   5.642748e-03 
  4.726666e+02   7.314309e-14   9.142372e-04   7.509336e-05   0.000000e+00  -3.055481e-04 
  4.612344e+02  -1.037328e-12   6.389784e-04   4.063018e-06   0.000000e+00  -3.610685e-03 
  4.569865e+02   6.330384e-13   4.967953e-04   4.656689e-05   0.000000e+00   9.321284e-03 
  4.554741e+02  -1.193994e-13   4.346895e-04   4.419888e-05   0.000000e+00   1.641750e-02 
  4.861274e+02   1.088774e-12   1.151868e-03   3.858386e-05   0.000000e+00  -4.477159e-02 
  4.598195e+02   5.874403e-13   5.955388e-04   4.177864e-05   0.000000e+00   3.314676e-02 
  4.603506e+02   4.450664e-15   6.122215e-04   5.665085e-06   0.000000e+00  -3.227409e-02 
  4.665275e+02   1.029622e-12   7.794219e-04  -3.544939e-06   0.000000e+00  -1.529454e-02 
  4.757324e+02  -9.785669e-13   9.740613e-04   1.005544e-05   0.000000e+00  -2.590971e-02 
  4.826655e+02  -4.691620e-13   1.096246e-03  -6.260293e-05   0.000000e+00   3.024480e-02 
  4.595858e+02  -1.132571e-12   5.880445e-04  -4.924306e-05   0.000000e+00   1.192331e-02 
  4.631971e+02  -2.470951e-13   6.945637e-04  -9.895262e-06   0.000000e+00  -4.092112e-02 
  4.613950e+02  -1.722847e-13   6.437180e-04   8.554973e-05   0.000000e+00   1.699120e-02 
  4.778986e+02  -5.775832e-13   1.014004e-03  -7.298535e-05   0.000000e+00  -1.247882e-02 
  4.633896e+02   2.349405e-13   6.997644e-04   7.822861e-05   0.000000e+00   1.532948e-02 
  4.648598e+02  -1.096632e-12   7.382236e-04   5.085845e-05   0.000000e+00   4.911226e-02 
  4.540663e+02  -5.651077e-13   3.673290e-04   4.966758e-05   0.000000e+00   3.498250e-02 
  4.533628e+02  -9.520342e-13   3.284382e-04   8.156983e-05   0.000000e+00  -4.223700e-02 
  4.827492e+02   5.101787e-13   1.097628e-03   5.952748e-05   0.000000e+00   1.798149e-03 
  4.592664e+02   5.601426e-13   5.776337e-04   3.095278e-05   0.000000e+00  -2.669033e-02 
  4.730995e+02   1.113087e-12   9.229417e-04  -1.814525e-05   0.000000e+00  -3.925116e-02 
  4.833179e+02  -8.579264e-13   1.106971e-03   8.340468e-05   0.000000e+00  -1.867494e-02 
  4.625070e+02  -1.014860e-12   6.755668e-04   8.720062e-05   0.000000e+00   3.533620e-02 
  4.544376e+02   5.703380e-13   3.862580e-04   2.754719e-05   0.000000e+00   4.186906e-02 
  4.576215e+02  -9.308510e-13   5.206156e-04   8.733721e-05   0.000000e+00  -4.117182e-02 
  4.701759e+02  -7.872560e-13   8.622856e-04  -1.820617e-05   0.000000e+00  -4.632873e-02 
  4.721713e+02   6.520009e-13   9.041637e-04   4.450907e-05   0.000000e+00   1.123424e-02 
  4.652224e+02   8.052731e-13   7.473869e-04  -1.917189e-05   0.000000e+00   6.695882e-03 
  4.521879e+02  -8.728042e-13   2.501831e-04   8.736852e-06   0.000000e+00  -4.645994e-02 
  4.590302e+02   7.937357e-13   5.698089e-04  -3.061054e-05   0.000000e+00  -4.411692e-02 
  4.753303e+02   1.943668e-14   9.664478e-04   1.921807e-05   0.000000e+00   2.053325e-02 
  4.642166e+02   1.108393e-12   7.216659e-04  -3.083571e-05   0.000000e+00   5.809457e-03 
  4.577365e+02   8.920595e-13   5.248111e-04  -7.571047e-05   0.000000e+00  -4.132199e-02 
  4.658323e+02   5.836102e-13   7.625361e-04   7.460653e-06   0.000000e+00   4.427349e-02 
  4.698537e+02   7.407034e-14   8.553147e-04  -4.166621e-05   0.000000e+00  -3.847829e-02 
  4.518246e+02   8.456171e-13   2.203775e-04  -4.721037e-05   0.000000e+00  -2.166464e-02 
  4.820884e+02   2.884593e-13   1.086660e-03  -5.593714e-05   0.000000e+00  -3.725762e-02 
  4.608082e+02  -1.025518e-12   6.262267e-04  -7.179338e-05   0.000000e+00  -4.658131e-02 
  4.681007e+02  -6.177817e-13   8.162617e-04  -3.914210e-06   0.000000e+00   4.467088e-02 
  4.651453e+02  -4.658648e-13   7.454478e-04  -5.175435e-05   0.000000e+00   4.160698e-02 
  4.721556e+02   1.636047e-13   9.038439e-04  -7.089829e-05   0.000000e+00  -3.467149e-02 
  4.832246e+02  -1.005864e-12   1.105444e-03   6.938851e-06   0.000000e+00  -1.146180e-02 
  4.601139e+02  -5.969133e-13   6.048475e-04  -1.748236e-05   0.000000e+00  -4.252717e-02 
  4.552124e+02   1.994903e-13   4.229946e-04   4.698710e-06   0.000000e+00   1.522522e-02 
  4.527571e+02   4.439231e-14   2.907657e-04  -2.701715e-05   0.000000e+00   2.647263e-02 
  4.565462e+02  -2.863362e-13   4.795671e-04  -8.443950e-05   0.000000e+00   2.818691e-02 
  4.839985e+02  -2.775016e-13   1.118035e-03   1.686235e-05   0.000000e+00  -3.838706e-02 
  4.640843e+02  -3.859608e-13   7.182091e-04  -1.605001e-06   0.000000e+00   9.084307e-03 
  4.689844e+02  -9.483851e-13   8.361955e-04   5.561091e-05   0.000000e+00  -6.093614e-03 
  4.854501e+02  -6.243411e-13   1.141227e-03  -7.918300e-05   0.000000e+00  -2.005097e-02 
  4.669426e+02   6.511134e-13   7.893206e-04   4.857007e-05   0.000000e+00  -1.652094e-02 
  4.855446e+02   5.266781e-13   1.142719e-03   5.564845e-05   0.000000e+00   4.684347e-02 
  4.786421e+02   5.165665e-13   1.027316e-03  -2.722046e-05   0.000000e+00   2.850958e-02 
  4.728501e+02   1.030332e-12   9.179384e-04  -2.970714e-06   0.000000e+00  -3.563178e-02 
  4.564115e+02   8.969586e-13   4.741672e-04  -3.101843e-05   0.000000e+00   1.541279e-03 
  4.606506e+02   9.465528e-13   6.214396e-04  -1.486164e-05   0.000000e+00   1.381575e-02 
  4.704668e+02   1.519994e-13   8.685283e-04  -8.153122e-05   0.000000e+00   4.624896e-02 
  4.614496e+02   3.364650e-13   6.453178e-04   5.162804e-05   0.000000e+00  -3.831942e-02 
  4.744846e+02   8.964847e-13   9.502123e-04  -8.030530e-05   0.000000e+00   1.214258e-02 
